id,studentId,branchId,staffId,amount,method,bienLaiId,bienLaiPhoto,createdAt
PMT-00484,hv-435,br-1,u-1,565000,Tiền mặt,BL-2025-006-00484,false,27/06/2025 14:18:43
PMT-00485,hv-436,br-1,u-2,1995000,Tiền mặt,BL-2025-007-00485,false,15/07/2025 10:25:19
PMT-00486,hv-437,br-1,u-1,207500,Chuyển khoản,BL-2025-006-00486,true,25/06/2025 16:22:25
PMT-00487,hv-437,br-1,u-1,207500,Chuyển khoản,BL-2025-007-00487,true,19/07/2025 16:16:15
PMT-00488,hv-438,br-2,u-4,565000,Tiền mặt,BL-2025-006-00488,true,12/06/2025 13:48:45
PMT-00489,hv-439,br-2,u-3,1995000,Tiền mặt,BL-2025-006-00489,true,25/06/2025 17:37:31
PMT-00490,hv-440,br-2,u-3,565000,Tiền mặt,BL-2025-006-00490,true,21/06/2025 08:45:07
PMT-00491,hv-441,br-2,u-3,922500,Tiền mặt,BL-2025-007-00491,true,14/07/2025 11:14:25
PMT-00492,hv-441,br-2,u-3,922500,Tiền mặt,BL-2025-008-00492,true,11/08/2025 11:09:15
PMT-00493,hv-442,br-2,u-3,1995000,Tiền mặt,BL-2025-007-00493,true,06/07/2025 08:50:22
PMT-00494,hv-443,br-2,u-4,1995000,Tiền mặt,BL-2025-007-00494,true,07/07/2025 08:26:36
PMT-00495,hv-444,br-2,u-4,997500,Chuyển khoản,BL-2025-007-00495,true,13/07/2025 15:43:56
PMT-00496,hv-445,br-2,u-3,565000,Chuyển khoản,BL-2025-006-00496,true,24/06/2025 10:20:26
PMT-00497,hv-446,br-2,u-4,565000,Chuyển khoản,BL-2025-007-00497,true,16/07/2025 08:16:56
PMT-00498,hv-447,br-2,u-3,1695000,Tiền mặt,BL-2025-007-00498,true,04/07/2025 10:16:36
PMT-00499,hv-448,br-2,u-4,1995000,Tiền mặt,BL-2025-007-00499,true,01/07/2025 12:48:38
PMT-00500,hv-449,br-2,u-3,282500,Tiền mặt,BL-2025-007-00500,true,04/07/2025 12:01:09
PMT-00501,hv-450,br-3,u-5,565000,Chuyển khoản,BL-2025-006-00501,true,27/06/2025 11:09:57
PMT-00502,hv-451,br-3,u-5,1995000,Tiền mặt,BL-2025-008-00502,true,12/08/2025 14:09:10
PMT-00503,hv-452,br-3,u-6,1995000,Chuyển khoản,BL-2025-007-00503,false,27/07/2025 11:17:28
PMT-00504,hv-453,br-1,u-2,565000,Tiền mặt,BL-2025-007-00504,true,24/07/2025 17:36:51
PMT-00505,hv-454,br-1,u-2,365000,Chuyển khoản,BL-2025-008-00505,true,18/08/2025 12:11:51
PMT-00506,hv-455,br-1,u-1,565000,Tiền mặt,BL-2025-007-00506,true,31/07/2025 08:46:55
PMT-00507,hv-456,br-1,u-1,1995000,Tiền mặt,BL-2025-008-00507,true,09/08/2025 14:49:07
PMT-00508,hv-457,br-1,u-2,182500,Tiền mặt,BL-2025-007-00508,false,23/07/2025 14:37:27
PMT-00509,hv-458,br-1,u-1,1795000,Chuyển khoản,BL-2025-008-00509,true,12/08/2025 11:10:36
PMT-00510,hv-459,br-1,u-1,415000,Tiền mặt,BL-2025-007-00510,true,26/07/2025 14:24:52
PMT-00511,hv-460,br-1,u-2,565000,Chuyển khoản,BL-2025-008-00511,true,17/08/2025 10:06:46
PMT-00512,hv-461,br-1,u-2,1995000,Chuyển khoản,BL-2025-007-00512,true,28/07/2025 09:17:14
PMT-00513,hv-462,br-1,u-2,207500,Chuyển khoản,BL-2025-007-00513,true,26/07/2025 17:34:06
PMT-00514,hv-462,br-1,u-2,207500,Tiền mặt,BL-2025-008-00514,true,20/08/2025 17:30:01
PMT-00515,hv-463,br-1,u-1,1995000,Tiền mặt,BL-2025-007-00515,true,24/07/2025 15:50:41
PMT-00516,hv-464,br-1,u-1,1995000,Tiền mặt,BL-2025-008-00516,true,04/08/2025 08:25:36
PMT-00517,hv-465,br-1,u-2,1995000,Tiền mặt,BL-2025-007-00517,true,30/07/2025 12:09:11
PMT-00518,hv-466,br-1,u-2,565000,Tiền mặt,BL-2025-007-00518,false,10/07/2025 12:49:55
PMT-00519,hv-467,br-1,u-1,1995000,Chuyển khoản,BL-2025-007-00519,true,13/07/2025 16:37:22
PMT-00520,hv-468,br-1,u-1,565000,Tiền mặt,BL-2025-008-00520,true,17/08/2025 12:41:19
PMT-00521,hv-470,br-1,u-2,182500,Tiền mặt,BL-2025-007-00521,true,07/07/2025 10:49:29
PMT-00522,hv-470,br-1,u-2,182500,Chuyển khoản,BL-2025-007-00522,true,24/07/2025 10:44:26
PMT-00523,hv-471,br-1,u-1,1795000,Tiền mặt,BL-2025-007-00523,true,25/07/2025 10:13:46
PMT-00524,hv-472,br-1,u-1,565000,Tiền mặt,BL-2025-008-00524,true,12/08/2025 17:21:34
PMT-00525,hv-473,br-2,u-3,365000,Chuyển khoản,BL-2025-007-00525,true,13/07/2025 11:19:11
PMT-00526,hv-474,br-2,u-4,1995000,Tiền mặt,BL-2025-007-00526,true,30/07/2025 09:32:40
PMT-00527,hv-475,br-2,u-4,565000,Chuyển khoản,BL-2025-008-00527,true,12/08/2025 12:40:25
PMT-00528,hv-476,br-2,u-4,1995000,Chuyển khoản,BL-2025-007-00528,true,23/07/2025 17:03:52
PMT-00529,hv-477,br-2,u-3,1995000,Chuyển khoản,BL-2025-008-00529,true,20/08/2025 16:23:42
PMT-00530,hv-478,br-2,u-3,565000,Chuyển khoản,BL-2025-008-00530,true,09/08/2025 13:14:00
PMT-00531,hv-479,br-2,u-4,565000,Tiền mặt,BL-2025-008-00531,true,12/08/2025 13:22:23
PMT-00532,hv-480,br-2,u-3,1995000,Tiền mặt,BL-2025-007-00532,true,17/07/2025 08:14:17
PMT-00533,hv-481,br-2,u-4,282500,Tiền mặt,BL-2025-007-00533,true,15/07/2025 10:36:07
PMT-00534,hv-481,br-2,u-4,282500,Tiền mặt,BL-2025-008-00534,true,11/08/2025 10:27:31
PMT-00535,hv-482,br-2,u-4,1995000,Tiền mặt,BL-2025-009-00535,true,01/09/2025 15:28:32
PMT-00536,hv-485,br-3,u-5,282500,Chuyển khoản,BL-2025-008-00536,true,10/08/2025 15:46:25
PMT-00537,hv-485,br-3,u-5,282500,Tiền mặt,BL-2025-008-00537,true,29/08/2025 15:44:58
PMT-00538,hv-487,br-3,u-5,847500,Tiền mặt,BL-2025-008-00538,true,14/08/2025 09:10:08
PMT-00539,hv-488,br-1,u-2,565000,Tiền mặt,BL-2025-009-00539,false,13/09/2025 09:53:22
PMT-00540,hv-489,br-1,u-1,415000,Chuyển khoản,BL-2025-008-00540,true,13/08/2025 16:07:05
PMT-00541,hv-490,br-1,u-2,1995000,Chuyển khoản,BL-2025-008-00541,false,08/08/2025 14:55:39
PMT-00542,hv-491,br-1,u-2,565000,Tiền mặt,BL-2025-009-00542,true,13/09/2025 15:31:41
PMT-00543,hv-492,br-1,u-2,997500,Tiền mặt,BL-2025-008-00543,true,13/08/2025 15:32:07
PMT-00544,hv-492,br-1,u-2,997500,Tiền mặt,BL-2025-008-00544,true,29/08/2025 15:28:01
PMT-00545,hv-493,br-1,u-2,565000,Chuyển khoản,BL-2025-008-00545,false,29/08/2025 11:11:56
PMT-00546,hv-494,br-1,u-2,207500,Tiền mặt,BL-2025-008-00546,true,18/08/2025 11:36:41
PMT-00547,hv-494,br-1,u-2,207500,Tiền mặt,BL-2025-009-00547,true,11/09/2025 11:27:54
PMT-00548,hv-495,br-1,u-1,565000,Tiền mặt,BL-2025-008-00548,true,13/08/2025 11:49:42
PMT-00549,hv-496,br-1,u-1,282500,Tiền mặt,BL-2025-009-00549,true,06/09/2025 13:04:33
PMT-00550,hv-496,br-1,u-1,282500,Chuyển khoản,BL-2025-009-00550,true,23/09/2025 12:57:00
PMT-00551,hv-497,br-1,u-2,365000,Tiền mặt,BL-2025-009-00551,true,12/09/2025 15:14:34
PMT-00552,hv-498,br-1,u-1,565000,Tiền mặt,BL-2025-008-00552,true,11/08/2025 08:28:12
PMT-00553,hv-499,br-1,u-2,415000,Chuyển khoản,BL-2025-009-00553,true,08/09/2025 14:17:21
PMT-00554,hv-500,br-1,u-1,1995000,Tiền mặt,BL-2025-008-00554,true,15/08/2025 17:26:30
PMT-00555,hv-501,br-1,u-1,565000,Tiền mặt,BL-2025-008-00555,true,26/08/2025 12:07:03
PMT-00556,hv-502,br-1,u-1,1995000,Tiền mặt,BL-2025-009-00556,true,11/09/2025 08:34:39
PMT-00557,hv-503,br-1,u-2,282500,Chuyển khoản,BL-2025-009-00557,true,01/09/2025 15:21:33
PMT-00558,hv-503,br-1,u-2,282500,Tiền mặt,BL-2025-009-00558,true,15/09/2025 15:18:05
PMT-00559,hv-504,br-1,u-2,565000,Tiền mặt,BL-2025-009-00559,true,04/09/2025 12:18:44
PMT-00560,hv-505,br-1,u-1,565000,Chuyển khoản,BL-2025-009-00560,true,10/09/2025 14:12:22
PMT-00561,hv-506,br-1,u-2,565000,Tiền mặt,BL-2025-008-00561,false,24/08/2025 13:38:55
PMT-00562,hv-507,br-1,u-1,415000,Tiền mặt,BL-2025-009-00562,true,06/09/2025 11:09:25
PMT-00563,hv-508,br-1,u-2,565000,Tiền mặt,BL-2025-009-00563,true,03/09/2025 13:57:08
PMT-00564,hv-509,br-1,u-1,1895000,Chuyển khoản,BL-2025-008-00564,true,26/08/2025 08:25:54
PMT-00565,hv-510,br-1,u-1,1995000,Tiền mặt,BL-2025-008-00565,true,29/08/2025 17:23:47
PMT-00566,hv-511,br-1,u-2,1995000,Chuyển khoản,BL-2025-009-00566,true,17/09/2025 15:48:12
PMT-00567,hv-512,br-1,u-2,565000,Chuyển khoản,BL-2025-008-00567,true,13/08/2025 13:43:42
PMT-00568,hv-513,br-1,u-1,565000,Tiền mặt,BL-2025-008-00568,true,21/08/2025 16:05:11
PMT-00569,hv-514,br-1,u-2,565000,Tiền mặt,BL-2025-008-00569,true,28/08/2025 14:43:55
PMT-00570,hv-515,br-1,u-2,1695000,Chuyển khoản,BL-2025-009-00570,true,04/09/2025 18:02:12
PMT-00571,hv-516,br-1,u-2,565000,Chuyển khoản,BL-2025-008-00571,true,11/08/2025 12:38:12
PMT-00572,hv-517,br-1,u-2,365000,Tiền mặt,BL-2025-008-00572,true,13/08/2025 17:02:40
PMT-00573,hv-518,br-1,u-1,365000,Tiền mặt,BL-2025-009-00573,true,09/09/2025 10:16:06
PMT-00574,hv-519,br-1,u-1,1895000,Tiền mặt,BL-2025-009-00574,true,17/09/2025 09:29:33
PMT-00575,hv-520,br-1,u-2,565000,Tiền mặt,BL-2025-009-00575,true,08/09/2025 08:53:42
PMT-00576,hv-521,br-1,u-2,1845000,Tiền mặt,BL-2025-008-00576,true,28/08/2025 09:27:10
PMT-00577,hv-522,br-1,u-1,1995000,Tiền mặt,BL-2025-008-00577,true,31/08/2025 17:52:25
PMT-00578,hv-523,br-1,u-1,1995000,Tiền mặt,BL-2025-009-00578,true,06/09/2025 17:32:38
PMT-00579,hv-524,br-1,u-2,365000,Tiền mặt,BL-2025-008-00579,true,18/08/2025 13:30:29
PMT-00580,hv-525,br-1,u-1,565000,Chuyển khoản,BL-2025-008-00580,true,29/08/2025 08:40:18
PMT-00581,hv-526,br-1,u-2,1995000,Chuyển khoản,BL-2025-009-00581,true,10/09/2025 16:35:35
PMT-00582,hv-527,br-1,u-1,997500,Chuyển khoản,BL-2025-008-00582,true,19/08/2025 15:34:03
PMT-00583,hv-527,br-1,u-1,997500,Chuyển khoản,BL-2025-009-00583,true,18/09/2025 15:29:31
PMT-00584,hv-528,br-1,u-2,565000,Tiền mặt,BL-2025-008-00584,true,23/08/2025 14:49:47
PMT-00585,hv-529,br-1,u-2,1995000,Tiền mặt,BL-2025-008-00585,true,25/08/2025 17:20:52
PMT-00586,hv-530,br-1,u-1,1995000,Tiền mặt,BL-2025-008-00586,true,18/08/2025 10:59:01
PMT-00587,hv-531,br-1,u-1,415000,Chuyển khoản,BL-2025-008-00587,true,28/08/2025 12:29:51
PMT-00588,hv-532,br-1,u-1,1995000,Chuyển khoản,BL-2025-008-00588,true,20/08/2025 09:58:54
PMT-00589,hv-533,br-1,u-2,565000,Chuyển khoản,BL-2025-009-00589,true,17/09/2025 11:11:08
PMT-00590,hv-534,br-1,u-2,565000,Chuyển khoản,BL-2025-008-00590,false,31/08/2025 15:56:01
PMT-00591,hv-535,br-1,u-2,565000,Chuyển khoản,BL-2025-008-00591,true,30/08/2025 16:29:40
PMT-00592,hv-536,br-1,u-2,365000,Tiền mặt,BL-2025-009-00592,true,12/09/2025 17:34:08
PMT-00593,hv-537,br-1,u-1,1995000,Chuyển khoản,BL-2025-009-00593,true,05/09/2025 13:43:03
PMT-00594,hv-538,br-1,u-1,565000,Tiền mặt,BL-2025-008-00594,true,17/08/2025 10:14:15
PMT-00595,hv-539,br-1,u-2,1845000,Chuyển khoản,BL-2025-009-00595,true,14/09/2025 15:18:32
PMT-00596,hv-540,br-1,u-2,565000,Tiền mặt,BL-2025-008-00596,true,22/08/2025 10:06:22
PMT-00597,hv-541,br-1,u-2,415000,Tiền mặt,BL-2025-009-00597,true,17/09/2025 10:52:47
PMT-00598,hv-542,br-1,u-2,565000,Tiền mặt,BL-2025-009-00598,true,17/09/2025 09:55:06
PMT-00599,hv-543,br-1,u-2,947500,Tiền mặt,BL-2025-009-00599,true,18/09/2025 09:35:39
PMT-00600,hv-543,br-1,u-2,947500,Chuyển khoản,BL-2025-010-00600,true,22/10/2025 09:33:57
PMT-00601,hv-544,br-1,u-2,415000,Chuyển khoản,BL-2025-009-00601,true,08/09/2025 08:32:29
PMT-00602,hv-545,br-1,u-1,565000,Chuyển khoản,BL-2025-008-00602,true,18/08/2025 15:39:39
PMT-00603,hv-546,br-2,u-4,1995000,Tiền mặt,BL-2025-009-00603,false,19/09/2025 16:46:11
PMT-00604,hv-547,br-2,u-3,565000,Tiền mặt,BL-2025-008-00604,true,22/08/2025 12:19:22
PMT-00605,hv-548,br-2,u-4,1995000,Tiền mặt,BL-2025-009-00605,true,01/09/2025 13:52:22
PMT-00606,hv-549,br-2,u-3,565000,Tiền mặt,BL-2025-009-00606,true,02/09/2025 11:58:12
PMT-00607,hv-550,br-2,u-4,1845000,Tiền mặt,BL-2025-008-00607,false,12/08/2025 15:11:30
PMT-00608,hv-551,br-2,u-4,565000,Tiền mặt,BL-2025-008-00608,true,13/08/2025 16:07:57
PMT-00609,hv-552,br-2,u-4,997500,Tiền mặt,BL-2025-008-00609,false,19/08/2025 13:42:13
PMT-00610,hv-553,br-2,u-3,1995000,Tiền mặt,BL-2025-009-00610,false,09/09/2025 09:22:17
PMT-00611,hv-554,br-2,u-4,415000,Tiền mặt,BL-2025-009-00611,true,03/09/2025 08:37:23
PMT-00612,hv-555,br-2,u-4,415000,Chuyển khoản,BL-2025-009-00612,false,10/09/2025 08:57:36
PMT-00613,hv-556,br-2,u-4,997500,Chuyển khoản,BL-2025-008-00613,false,15/08/2025 10:33:05
PMT-00614,hv-556,br-2,u-4,997500,Tiền mặt,BL-2025-009-00614,true,09/09/2025 10:27:07
PMT-00615,hv-557,br-2,u-4,565000,Tiền mặt,BL-2025-009-00615,true,04/09/2025 12:54:59
PMT-00616,hv-558,br-2,u-4,565000,Tiền mặt,BL-2025-009-00616,true,29/09/2025 11:44:19
PMT-00617,hv-559,br-2,u-3,1995000,Tiền mặt,BL-2025-008-00617,true,29/08/2025 16:34:15
PMT-00618,hv-560,br-2,u-4,1995000,Tiền mặt,BL-2025-009-00618,false,20/09/2025 15:27:13
PMT-00619,hv-561,br-2,u-4,947500,Tiền mặt,BL-2025-009-00619,false,01/09/2025 13:40:46
PMT-00620,hv-561,br-2,u-4,947500,Chuyển khoản,BL-2025-009-00620,false,30/09/2025 13:33:03
PMT-00621,hv-562,br-2,u-4,1695000,Chuyển khoản,BL-2025-009-00621,true,19/09/2025 14:57:28
PMT-00622,hv-564,br-2,u-4,565000,Tiền mặt,BL-2025-009-00622,true,01/09/2025 14:39:33
PMT-00623,hv-565,br-2,u-3,1995000,Chuyển khoản,BL-2025-008-00623,true,25/08/2025 17:03:40
PMT-00624,hv-566,br-2,u-4,1895000,Chuyển khoản,BL-2025-009-00624,true,13/09/2025 10:50:28
PMT-00625,hv-567,br-2,u-4,565000,Tiền mặt,BL-2025-009-00625,true,04/09/2025 09:25:49
PMT-00626,hv-568,br-2,u-4,282500,Tiền mặt,BL-2025-009-00626,true,14/09/2025 17:04:10
PMT-00627,hv-568,br-2,u-4,282500,Tiền mặt,BL-2025-010-00627,true,19/10/2025 16:57:40
PMT-00628,hv-569,br-2,u-4,565000,Chuyển khoản,BL-2025-009-00628,true,11/09/2025 17:38:46
PMT-00629,hv-570,br-2,u-4,182500,Tiền mặt,BL-2025-009-00629,false,05/09/2025 09:06:48
PMT-00630,hv-570,br-2,u-4,182500,Tiền mặt,BL-2025-010-00630,true,03/10/2025 09:03:33
PMT-00631,hv-571,br-2,u-3,1995000,Chuyển khoản,BL-2025-009-00631,true,16/09/2025 13:33:21
PMT-00632,hv-572,br-2,u-4,1845000,Chuyển khoản,BL-2025-008-00632,true,13/08/2025 11:40:57
PMT-00633,hv-573,br-2,u-3,365000,Tiền mặt,BL-2025-009-00633,false,04/09/2025 10:46:33
PMT-00634,hv-574,br-3,u-6,565000,Tiền mặt,BL-2025-008-00634,true,31/08/2025 08:50:06
PMT-00635,hv-575,br-3,u-6,1995000,Chuyển khoản,BL-2025-008-00635,true,26/08/2025 17:41:29
PMT-00636,hv-576,br-3,u-5,282500,Tiền mặt,BL-2025-008-00636,true,28/08/2025 16:11:58
PMT-00637,hv-577,br-3,u-6,997500,Tiền mặt,BL-2025-009-00637,true,19/09/2025 08:13:13
PMT-00638,hv-577,br-3,u-6,997500,Tiền mặt,BL-2025-010-00638,true,15/10/2025 08:11:37
PMT-00639,hv-578,br-3,u-6,182500,Tiền mặt,BL-2025-008-00639,true,29/08/2025 13:52:03
PMT-00640,hv-579,br-3,u-6,565000,Tiền mặt,BL-2025-009-00640,true,07/09/2025 12:57:00
PMT-00641,hv-580,br-3,u-6,1995000,Tiền mặt,BL-2025-009-00641,false,15/09/2025 13:44:34
PMT-00642,hv-581,br-3,u-5,1845000,Chuyển khoản,BL-2025-009-00642,true,11/09/2025 15:52:22
PMT-00643,hv-582,br-3,u-5,565000,Tiền mặt,BL-2025-009-00643,true,10/09/2025 14:11:20
PMT-00644,hv-583,br-1,u-1,565000,Chuyển khoản,BL-2025-009-00644,true,19/09/2025 12:01:02
PMT-00645,hv-584,br-1,u-2,415000,Chuyển khoản,BL-2025-010-00645,true,27/10/2025 15:05:10
PMT-00646,hv-585,br-1,u-2,565000,Tiền mặt,BL-2025-009-00646,true,27/09/2025 08:39:09
PMT-00647,hv-586,br-1,u-1,1995000,Chuyển khoản,BL-2025-009-00647,true,20/09/2025 09:18:11
PMT-00648,hv-587,br-1,u-2,282500,Chuyển khoản,BL-2025-009-00648,true,23/09/2025 09:08:16
PMT-00649,hv-587,br-1,u-2,282500,Chuyển khoản,BL-2025-010-00649,true,08/10/2025 09:03:23
PMT-00650,hv-588,br-1,u-1,1995000,Tiền mặt,BL-2025-009-00650,true,29/09/2025 09:40:53
PMT-00651,hv-589,br-1,u-1,1995000,Tiền mặt,BL-2025-009-00651,true,15/09/2025 16:45:21
PMT-00652,hv-590,br-1,u-2,1995000,Tiền mặt,BL-2025-010-00652,true,10/10/2025 17:57:20
PMT-00653,hv-591,br-1,u-2,1995000,Tiền mặt,BL-2025-009-00653,true,18/09/2025 08:31:17
PMT-00654,hv-592,br-1,u-2,565000,Chuyển khoản,BL-2025-009-00654,true,21/09/2025 15:42:58
PMT-00655,hv-593,br-1,u-2,565000,Tiền mặt,BL-2025-009-00655,true,16/09/2025 10:12:06
PMT-00656,hv-594,br-1,u-1,565000,Tiền mặt,BL-2025-011-00656,true,05/11/2025 12:01:02
PMT-00657,hv-595,br-1,u-1,565000,Tiền mặt,BL-2025-010-00657,true,01/10/2025 12:22:54
PMT-00658,hv-596,br-1,u-2,365000,Tiền mặt,BL-2025-010-00658,false,04/10/2025 14:26:01
PMT-00659,hv-597,br-1,u-2,997500,Tiền mặt,BL-2025-009-00659,true,18/09/2025 14:13:03
PMT-00660,hv-597,br-1,u-2,997500,Tiền mặt,BL-2025-010-00660,true,03/10/2025 14:09:19
PMT-00661,hv-598,br-1,u-2,365000,Chuyển khoản,BL-2025-010-00661,true,11/10/2025 16:01:16
PMT-00662,hv-599,br-1,u-1,207500,Tiền mặt,BL-2025-010-00662,true,02/10/2025 08:58:39
PMT-00663,hv-599,br-1,u-1,207500,Tiền mặt,BL-2025-010-00663,true,12/10/2025 08:50:38
PMT-00664,hv-600,br-1,u-2,282500,Tiền mặt,BL-2025-009-00664,true,25/09/2025 15:10:29
PMT-00665,hv-600,br-1,u-2,282500,Tiền mặt,BL-2025-010-00665,true,28/10/2025 15:08:32
PMT-00666,hv-601,br-1,u-2,565000,Tiền mặt,BL-2025-010-00666,false,08/10/2025 13:44:16
PMT-00667,hv-602,br-1,u-1,1995000,Tiền mặt,BL-2025-010-00667,true,07/10/2025 09:54:39
PMT-00668,hv-603,br-1,u-2,1995000,Chuyển khoản,BL-2025-009-00668,true,15/09/2025 09:05:23
PMT-00669,hv-604,br-1,u-1,1995000,Chuyển khoản,BL-2025-010-00669,true,15/10/2025 17:39:18
PMT-00670,hv-605,br-1,u-1,1995000,Tiền mặt,BL-2025-010-00670,true,03/10/2025 12:54:14
PMT-00671,hv-606,br-1,u-1,365000,Chuyển khoản,BL-2025-009-00671,false,15/09/2025 10:02:39
PMT-00672,hv-607,br-1,u-1,365000,Tiền mặt,BL-2025-010-00672,true,15/10/2025 08:36:03
PMT-00673,hv-608,br-1,u-2,1845000,Tiền mặt,BL-2025-009-00673,true,19/09/2025 11:33:46
PMT-00674,hv-609,br-1,u-1,1995000,Tiền mặt,BL-2025-010-00674,true,21/10/2025 11:41:35
PMT-00675,hv-610,br-1,u-1,282500,Chuyển khoản,BL-2025-009-00675,true,20/09/2025 09:30:22
PMT-00676,hv-610,br-1,u-1,282500,Tiền mặt,BL-2025-010-00676,true,13/10/2025 09:24:58
PMT-00677,hv-611,br-1,u-1,565000,Chuyển khoản,BL-2025-009-00677,true,21/09/2025 08:16:40
PMT-00678,hv-612,br-1,u-2,1695000,Tiền mặt,BL-2025-009-00678,true,13/09/2025 17:08:36
PMT-00679,hv-613,br-1,u-1,565000,Chuyển khoản,BL-2025-010-00679,false,12/10/2025 10:41:31
PMT-00680,hv-614,br-1,u-1,182500,Chuyển khoản,BL-2025-010-00680,true,02/10/2025 11:13:44
PMT-00681,hv-614,br-1,u-1,182500,Tiền mặt,BL-2025-010-00681,true,26/10/2025 11:12:27
PMT-00682,hv-615,br-1,u-2,1845000,Tiền mặt,BL-2025-010-00682,true,13/10/2025 10:28:21
PMT-00683,hv-616,br-1,u-1,565000,Chuyển khoản,BL-2025-009-00683,true,13/09/2025 11:33:09
PMT-00684,hv-617,br-1,u-1,565000,Tiền mặt,BL-2025-009-00684,true,16/09/2025 13:37:21
PMT-00685,hv-618,br-1,u-1,565000,Tiền mặt,BL-2025-010-00685,true,12/10/2025 12:17:53
PMT-00686,hv-619,br-1,u-2,1995000,Chuyển khoản,BL-2025-009-00686,false,20/09/2025 08:57:05
PMT-00687,hv-620,br-1,u-1,1995000,Tiền mặt,BL-2025-009-00687,false,25/09/2025 13:35:47
PMT-00688,hv-621,br-1,u-1,365000,Tiền mặt,BL-2025-009-00688,false,11/09/2025 14:54:24
PMT-00689,hv-622,br-1,u-2,1845000,Chuyển khoản,BL-2025-010-00689,true,19/10/2025 17:50:55
PMT-00690,hv-623,br-1,u-1,565000,Chuyển khoản,BL-2025-009-00690,true,29/09/2025 11:23:26
PMT-00691,hv-624,br-1,u-1,1995000,Chuyển khoản,BL-2025-010-00691,true,16/10/2025 17:47:30
PMT-00692,hv-625,br-1,u-2,565000,Chuyển khoản,BL-2025-010-00692,true,13/10/2025 11:22:56
PMT-00693,hv-626,br-1,u-2,565000,Tiền mặt,BL-2025-009-00693,true,29/09/2025 17:28:53
PMT-00694,hv-627,br-1,u-2,1995000,Tiền mặt,BL-2025-009-00694,true,24/09/2025 12:09:30
PMT-00695,hv-628,br-1,u-2,207500,Chuyển khoản,BL-2025-009-00695,true,25/09/2025 10:51:29
PMT-00696,hv-628,br-1,u-2,207500,Chuyển khoản,BL-2025-010-00696,true,06/10/2025 10:43:17
PMT-00697,hv-629,br-1,u-1,565000,Tiền mặt,BL-2025-009-00697,true,29/09/2025 11:36:42
PMT-00698,hv-630,br-1,u-1,1995000,Tiền mặt,BL-2025-009-00698,true,19/09/2025 14:24:50
PMT-00699,hv-631,br-1,u-1,282500,Chuyển khoản,BL-2025-009-00699,true,28/09/2025 11:58:33
PMT-00700,hv-631,br-1,u-1,282500,Tiền mặt,BL-2025-010-00700,true,06/10/2025 11:55:07
PMT-00701,hv-632,br-1,u-2,282500,Tiền mặt,BL-2025-009-00701,true,30/09/2025 14:45:01
PMT-00702,hv-632,br-1,u-2,282500,Tiền mặt,BL-2025-011-00702,true,03/11/2025 14:42:43
PMT-00703,hv-633,br-1,u-1,565000,Tiền mặt,BL-2025-010-00703,true,01/10/2025 16:54:41
PMT-00704,hv-634,br-1,u-2,415000,Tiền mặt,BL-2025-009-00704,true,23/09/2025 11:47:49
PMT-00705,hv-635,br-1,u-2,565000,Chuyển khoản,BL-2025-009-00705,true,17/09/2025 14:07:17
PMT-00706,hv-636,br-1,u-1,415000,Tiền mặt,BL-2025-010-00706,true,18/10/2025 12:44:36
PMT-00707,hv-637,br-1,u-1,415000,Chuyển khoản,BL-2025-010-00707,true,11/10/2025 15:59:04
PMT-00708,hv-638,br-1,u-2,1995000,Chuyển khoản,BL-2025-010-00708,true,14/10/2025 16:50:40
PMT-00709,hv-639,br-1,u-2,1695000,Tiền mặt,BL-2025-009-00709,true,10/09/2025 11:38:51
PMT-00710,hv-640,br-1,u-1,1995000,Tiền mặt,BL-2025-010-00710,true,01/10/2025 11:15:14
PMT-00711,hv-641,br-1,u-1,565000,Tiền mặt,BL-2025-009-00711,true,18/09/2025 17:03:04
PMT-00712,hv-642,br-1,u-2,565000,Tiền mặt,BL-2025-009-00712,true,09/09/2025 15:03:40
PMT-00713,hv-643,br-1,u-2,1995000,Chuyển khoản,BL-2025-009-00713,false,25/09/2025 16:13:54
PMT-00714,hv-644,br-1,u-1,1695000,Tiền mặt,BL-2025-010-00714,true,02/10/2025 10:06:08
PMT-00715,hv-645,br-1,u-2,1995000,Tiền mặt,BL-2025-010-00715,true,03/10/2025 13:39:03
PMT-00716,hv-646,br-1,u-1,565000,Tiền mặt,BL-2025-010-00716,false,02/10/2025 08:23:12
PMT-00717,hv-647,br-1,u-2,922500,Chuyển khoản,BL-2025-009-00717,true,14/09/2025 10:46:34
PMT-00718,hv-647,br-1,u-2,922500,Chuyển khoản,BL-2025-010-00718,false,02/10/2025 10:42:37
PMT-00719,hv-648,br-1,u-1,1995000,Tiền mặt,BL-2025-010-00719,true,26/10/2025 13:09:51
PMT-00720,hv-649,br-1,u-2,1995000,Tiền mặt,BL-2025-010-00720,true,07/10/2025 14:37:53
PMT-00721,hv-650,br-2,u-4,1845000,Chuyển khoản,BL-2025-010-00721,true,09/10/2025 12:20:42
PMT-00722,hv-651,br-2,u-3,1995000,Tiền mặt,BL-2025-009-00722,true,18/09/2025 14:27:39
PMT-00723,hv-652,br-2,u-3,1995000,Tiền mặt,BL-2025-010-00723,true,19/10/2025 08:59:18
PMT-00724,hv-653,br-2,u-4,1995000,Tiền mặt,BL-2025-010-00724,true,18/10/2025 16:03:01
